id_documento,id_siniestro,tipo_documento,entregado,legible,fecha_emision,inconsistencia_detectada,observacion
DOC-0457-1,457,Copia de Cédula,Sí,Sí,2025-01-04,No,
DOC-0457-2,457,Denuncia Fiscalía,Sí,Sí,2025-01-04,No,
DOC-0457-3,457,Informe Policial,Sí,Sí,2025-01-08,No,
DOC-0457-4,457,Factura de Taller/Clínica,Sí,Sí,2025-01-08,No,
DOC-0457-5,457,Formulario de Reclamo,Sí,Sí,2025-01-07,No,
DOC-0458-1,458,Copia de Cédula,Sí,Sí,2025-01-03,No,
DOC-0458-2,458,Denuncia Fiscalía,Sí,Sí,2024-12-30,No,
DOC-0458-3,458,Informe Policial,Sí,Sí,2025-01-03,No,
DOC-0458-4,458,Factura de Taller/Clínica,Sí,Sí,2024-12-31,No,
DOC-0458-5,458,Formulario de Reclamo,Sí,Sí,2024-12-30,No,
DOC-0459-1,459,Copia de Cédula,Sí,Sí,2025-01-08,No,
DOC-0459-2,459,Denuncia Fiscalía,Sí,Sí,2025-01-05,No,
DOC-0459-3,459,Informe Policial,Sí,Sí,2025-01-05,No,
DOC-0459-4,459,Factura de Taller/Clínica,Sí,Sí,2025-01-09,No,
DOC-0459-5,459,Formulario de Reclamo,Sí,Sí,2025-01-05,No,
DOC-0460-1,460,Copia de Cédula,Sí,Sí,2025-02-22,No,
DOC-0460-2,460,Denuncia Fiscalía,Sí,Sí,2025-02-23,No,
DOC-0460-3,460,Informe Policial,Sí,Sí,2025-02-20,No,
DOC-0460-4,460,Factura de Taller/Clínica,Sí,Sí,2025-02-20,No,
DOC-0460-5,460,Formulario de Reclamo,Sí,Sí,2025-02-21,No,
DOC-0461-1,461,Copia de Cédula,Sí,Sí,2025-02-16,No,
DOC-0461-2,461,Denuncia Fiscalía,Sí,Sí,2025-02-12,No,
DOC-0461-3,461,Informe Policial,Sí,Sí,2025-02-12,No,
DOC-0461-4,461,Factura de Taller/Clínica,Sí,Sí,2025-02-15,No,
DOC-0461-5,461,Formulario de Reclamo,Sí,Sí,2025-02-12,No,
DOC-0462-1,462,Copia de Cédula,Sí,Sí,2025-02-18,No,
DOC-0462-2,462,Denuncia Fiscalía,Sí,Sí,2025-02-17,No,
DOC-0462-3,462,Informe Policial,Sí,Sí,2025-02-14,No,
DOC-0462-4,462,Factura de Taller/Clínica,Sí,Sí,2025-02-18,No,
DOC-0462-5,462,Formulario de Reclamo,Sí,Sí,2025-02-18,No,
DOC-0463-1,463,Copia de Cédula,Sí,Sí,2025-02-05,No,
DOC-0463-2,463,Denuncia Fiscalía,Sí,Sí,2025-02-02,No,
DOC-0463-3,463,Informe Policial,No,No,,No,
DOC-0463-4,463,Factura de Taller/Clínica,No,No,,No,
DOC-0463-5,463,Formulario de Reclamo,Sí,Sí,2025-02-05,No,
DOC-0464-1,464,Copia de Cédula,Sí,Sí,2025-01-23,No,
DOC-0464-2,464,Denuncia Fiscalía,Sí,Sí,2025-01-20,No,
DOC-0464-3,464,Informe Policial,Sí,Sí,2025-01-22,No,
DOC-0464-4,464,Factura de Taller/Clínica,Sí,Sí,2025-01-20,No,
DOC-0464-5,464,Formulario de Reclamo,Sí,Sí,2025-01-24,No,
DOC-0465-1,465,Copia de Cédula,Sí,Sí,2025-02-17,No,
DOC-0465-2,465,Denuncia Fiscalía,Sí,Sí,2025-02-14,No,
DOC-0465-3,465,Informe Policial,Sí,Sí,2025-02-13,No,
DOC-0465-4,465,Factura de Taller/Clínica,Sí,Sí,2025-02-13,No,
DOC-0465-5,465,Formulario de Reclamo,Sí,Sí,2025-02-17,No,
DOC-0466-1,466,Copia de Cédula,Sí,Sí,2025-01-07,No,
DOC-0466-2,466,Denuncia Fiscalía,Sí,Sí,2025-01-07,No,
DOC-0466-3,466,Informe Policial,Sí,Sí,2025-01-06,No,
DOC-0466-4,466,Factura de Taller/Clínica,Sí,Sí,2025-01-05,No,
DOC-0466-5,466,Formulario de Reclamo,Sí,Sí,2025-01-09,No,
DOC-0467-1,467,Copia de Cédula,Sí,Sí,2025-02-21,No,
DOC-0467-2,467,Denuncia Fiscalía,Sí,Sí,2025-02-24,No,
DOC-0467-3,467,Informe Policial,Sí,Sí,2025-02-22,No,
DOC-0467-4,467,Factura de Taller/Clínica,Sí,Sí,2025-02-23,No,
DOC-0467-5,467,Formulario de Reclamo,Sí,Sí,2025-02-24,No,
DOC-0468-1,468,Copia de Cédula,Sí,Sí,2025-01-08,No,
DOC-0468-2,468,Denuncia Fiscalía,Sí,Sí,2025-01-08,No,
DOC-0468-3,468,Informe Policial,Sí,Sí,2025-01-05,No,
DOC-0468-4,468,Factura de Taller/Clínica,Sí,Sí,2025-01-05,No,
DOC-0468-5,468,Formulario de Reclamo,Sí,Sí,2025-01-06,No,
DOC-0469-1,469,Copia de Cédula,Sí,Sí,2025-02-05,No,
DOC-0469-2,469,Denuncia Fiscalía,Sí,Sí,2025-02-07,No,
DOC-0469-3,469,Informe Policial,Sí,Sí,2025-02-09,No,
DOC-0469-4,469,Factura de Taller/Clínica,Sí,Sí,2025-02-05,No,
DOC-0469-5,469,Formulario de Reclamo,Sí,Sí,2025-02-05,No,
DOC-0470-1,470,Copia de Cédula,Sí,Sí,2025-02-16,No,
DOC-0470-2,470,Denuncia Fiscalía,Sí,Sí,2025-02-13,No,
DOC-0470-3,470,Informe Policial,Sí,Sí,2025-02-13,No,
DOC-0470-4,470,Factura de Taller/Clínica,Sí,Sí,2025-02-12,No,
DOC-0470-5,470,Formulario de Reclamo,Sí,Sí,2025-02-12,No,
DOC-0471-1,471,Copia de Cédula,Sí,Sí,2025-02-17,No,
DOC-0471-2,471,Denuncia Fiscalía,Sí,Sí,2025-02-16,No,
DOC-0471-3,471,Informe Policial,Sí,Sí,2025-02-17,No,
DOC-0471-4,471,Factura de Taller/Clínica,Sí,Sí,2025-02-16,No,
DOC-0471-5,471,Formulario de Reclamo,Sí,Sí,2025-02-16,No,
DOC-0472-1,472,Copia de Cédula,Sí,Sí,2025-02-13,No,
DOC-0472-2,472,Denuncia Fiscalía,Sí,Sí,2025-02-13,No,
DOC-0472-3,472,Informe Policial,Sí,Sí,2025-02-12,No,
DOC-0472-4,472,Factura de Taller/Clínica,Sí,Sí,2025-02-15,No,
DOC-0472-5,472,Formulario de Reclamo,Sí,Sí,2025-02-14,No,
DOC-0473-1,473,Copia de Cédula,Sí,Sí,2025-02-05,No,
DOC-0473-2,473,Denuncia Fiscalía,Sí,Sí,2025-02-05,No,
DOC-0473-3,473,Informe Policial,Sí,Sí,2025-02-07,No,
DOC-0473-4,473,Factura de Taller/Clínica,Sí,Sí,2025-02-07,No,
DOC-0473-5,473,Formulario de Reclamo,Sí,Sí,2025-02-04,No,
DOC-0474-1,474,Copia de Cédula,Sí,Sí,2025-01-04,No,
DOC-0474-2,474,Denuncia Fiscalía,Sí,Sí,2025-01-05,No,
DOC-0474-3,474,Informe Policial,Sí,Sí,2025-01-06,No,
DOC-0474-4,474,Factura de Taller/Clínica,Sí,Sí,2025-01-04,No,
DOC-0474-5,474,Formulario de Reclamo,Sí,Sí,2025-01-04,No,
DOC-0475-1,475,Copia de Cédula,Sí,Sí,2025-02-21,No,
DOC-0475-2,475,Denuncia Fiscalía,Sí,Sí,2025-02-21,No,
DOC-0475-3,475,Informe Policial,Sí,Sí,2025-02-18,No,
DOC-0475-4,475,Factura de Taller/Clínica,Sí,Sí,2025-02-20,No,
DOC-0475-5,475,Formulario de Reclamo,Sí,Sí,2025-02-21,No,
DOC-0476-1,476,Copia de Cédula,Sí,Sí,2025-02-04,No,
DOC-0476-2,476,Denuncia Fiscalía,Sí,Sí,2025-02-06,No,
DOC-0476-3,476,Informe Policial,Sí,Sí,2025-02-05,No,
DOC-0476-4,476,Factura de Taller/Clínica,Sí,Sí,2025-02-07,No,
DOC-0476-5,476,Formulario de Reclamo,Sí,Sí,2025-02-05,No,
DOC-0477-1,477,Copia de Cédula,Sí,Sí,2025-01-14,No,
DOC-0477-2,477,Denuncia Fiscalía,Sí,Sí,2025-01-17,No,
DOC-0477-3,477,Informe Policial,Sí,Sí,2025-01-15,Sí,Firma del taller no coincide con la registrada.
DOC-0477-4,477,Factura de Taller/Clínica,Sí,Sí,2025-01-17,No,
DOC-0477-5,477,Formulario de Reclamo,Sí,Sí,2025-01-13,No,
DOC-0478-1,478,Copia de Cédula,Sí,Sí,2025-01-07,No,
DOC-0478-2,478,Denuncia Fiscalía,Sí,Sí,2025-01-07,No,
DOC-0478-3,478,Informe Policial,Sí,Sí,2025-01-04,No,
DOC-0478-4,478,Factura de Taller/Clínica,Sí,Sí,2025-01-05,No,
DOC-0478-5,478,Formulario de Reclamo,Sí,Sí,2025-01-07,No,
DOC-0479-1,479,Copia de Cédula,Sí,Sí,2025-01-02,No,
DOC-0479-2,479,Denuncia Fiscalía,Sí,Sí,2025-01-02,No,
DOC-0479-3,479,Informe Policial,Sí,Sí,2024-12-31,No,
DOC-0479-4,479,Factura de Taller/Clínica,Sí,Sí,2025-01-03,No,
DOC-0479-5,479,Formulario de Reclamo,Sí,Sí,2024-12-31,No,
DOC-0480-1,480,Copia de Cédula,Sí,Sí,2025-01-27,No,
DOC-0480-2,480,Denuncia Fiscalía,No,No,,No,
DOC-0480-3,480,Informe Policial,Sí,Sí,2025-01-24,No,
DOC-0480-4,480,Factura de Taller/Clínica,Sí,Sí,2025-01-28,No,
DOC-0480-5,480,Formulario de Reclamo,Sí,Sí,2025-01-25,No,
DOC-0481-1,481,Copia de Cédula,Sí,Sí,2025-02-11,No,
DOC-0481-2,481,Denuncia Fiscalía,Sí,Sí,2025-02-13,No,
DOC-0481-3,481,Informe Policial,Sí,Sí,2025-02-12,No,
DOC-0481-4,481,Factura de Taller/Clínica,Sí,Sí,2025-02-11,No,
DOC-0481-5,481,Formulario de Reclamo,Sí,Sí,2025-02-15,No,
DOC-0482-1,482,Copia de Cédula,Sí,Sí,2025-01-14,No,
DOC-0482-2,482,Denuncia Fiscalía,Sí,Sí,2025-01-16,No,
DOC-0482-3,482,Informe Policial,Sí,Sí,2025-01-16,No,
DOC-0482-4,482,Factura de Taller/Clínica,Sí,Sí,2025-01-16,No,
DOC-0482-5,482,Formulario de Reclamo,Sí,Sí,2025-01-15,No,
DOC-0483-1,483,Copia de Cédula,Sí,Sí,2025-02-02,No,
DOC-0483-2,483,Denuncia Fiscalía,No,No,,No,
DOC-0483-3,483,Informe Policial,No,No,,No,
DOC-0483-4,483,Factura de Taller/Clínica,Sí,Sí,2025-02-02,No,
DOC-0483-5,483,Formulario de Reclamo,Sí,Sí,2025-01-30,Sí,Firma del taller no coincide con la registrada.
DOC-0484-1,484,Copia de Cédula,Sí,Sí,2025-01-21,No,
DOC-0484-2,484,Denuncia Fiscalía,Sí,Sí,2025-01-24,No,
DOC-0484-3,484,Informe Policial,Sí,Sí,2025-01-22,No,
DOC-0484-4,484,Factura de Taller/Clínica,Sí,Sí,2025-01-22,No,
DOC-0484-5,484,Formulario de Reclamo,Sí,Sí,2025-01-24,No,
DOC-0485-1,485,Copia de Cédula,Sí,Sí,2025-01-28,No,
DOC-0485-2,485,Denuncia Fiscalía,Sí,Sí,2025-02-01,No,
DOC-0485-3,485,Informe Policial,Sí,Sí,2025-01-31,No,
DOC-0485-4,485,Factura de Taller/Clínica,Sí,Sí,2025-02-01,No,
DOC-0485-5,485,Formulario de Reclamo,Sí,Sí,2025-01-29,No,
DOC-0486-1,486,Copia de Cédula,Sí,Sí,2025-02-16,No,
DOC-0486-2,486,Denuncia Fiscalía,Sí,Sí,2025-02-16,No,
DOC-0486-3,486,Informe Policial,Sí,Sí,2025-02-16,No,
DOC-0486-4,486,Factura de Taller/Clínica,Sí,Sí,2025-02-15,No,
DOC-0486-5,486,Formulario de Reclamo,Sí,Sí,2025-02-17,No,
DOC-0487-1,487,Copia de Cédula,Sí,Sí,2025-02-18,No,
DOC-0487-2,487,Denuncia Fiscalía,Sí,Sí,2025-02-19,No,
DOC-0487-3,487,Informe Policial,Sí,Sí,2025-02-18,No,
DOC-0487-4,487,Factura de Taller/Clínica,Sí,Sí,2025-02-19,No,
DOC-0487-5,487,Formulario de Reclamo,Sí,Sí,2025-02-18,No,
DOC-0488-1,488,Copia de Cédula,Sí,Sí,2025-02-05,No,
DOC-0488-2,488,Denuncia Fiscalía,Sí,Sí,2025-02-04,No,
DOC-0488-3,488,Informe Policial,Sí,Sí,2025-02-05,No,
DOC-0488-4,488,Factura de Taller/Clínica,Sí,Sí,2025-02-03,No,
DOC-0488-5,488,Formulario de Reclamo,Sí,Sí,2025-02-02,No,
DOC-0489-1,489,Copia de Cédula,Sí,Sí,2025-02-24,No,
DOC-0489-2,489,Denuncia Fiscalía,Sí,Sí,2025-02-23,No,
DOC-0489-3,489,Informe Policial,Sí,Sí,2025-02-24,No,
DOC-0489-4,489,Factura de Taller/Clínica,Sí,Sí,2025-02-25,No,
DOC-0489-5,489,Formulario de Reclamo,Sí,Sí,2025-02-21,No,
DOC-0490-1,490,Copia de Cédula,Sí,Sí,2025-02-08,No,
DOC-0490-2,490,Denuncia Fiscalía,Sí,Sí,2025-02-09,No,
DOC-0490-3,490,Informe Policial,Sí,Sí,2025-02-09,No,
DOC-0490-4,490,Factura de Taller/Clínica,Sí,Sí,2025-02-06,No,
DOC-0490-5,490,Formulario de Reclamo,Sí,Sí,2025-02-09,No,
DOC-0491-1,491,Copia de Cédula,Sí,Sí,2025-02-23,No,
DOC-0491-2,491,Denuncia Fiscalía,Sí,Sí,2025-02-22,No,
DOC-0491-3,491,Informe Policial,Sí,Sí,2025-02-21,No,
DOC-0491-4,491,Factura de Taller/Clínica,Sí,Sí,2025-02-19,No,
DOC-0491-5,491,Formulario de Reclamo,Sí,Sí,2025-02-21,No,
DOC-0492-1,492,Copia de Cédula,Sí,Sí,2025-01-15,No,
DOC-0492-2,492,Denuncia Fiscalía,Sí,Sí,2025-01-13,No,
DOC-0492-3,492,Informe Policial,Sí,Sí,2025-01-13,No,
DOC-0492-4,492,Factura de Taller/Clínica,Sí,Sí,2025-01-12,No,
DOC-0492-5,492,Formulario de Reclamo,Sí,Sí,2025-01-11,No,
DOC-0493-1,493,Copia de Cédula,Sí,Sí,2025-01-17,No,
DOC-0493-2,493,Denuncia Fiscalía,Sí,Sí,2025-01-16,No,
DOC-0493-3,493,Informe Policial,Sí,Sí,2025-01-16,No,
DOC-0493-4,493,Factura de Taller/Clínica,Sí,Sí,2025-01-19,No,
DOC-0493-5,493,Formulario de Reclamo,Sí,Sí,2025-01-17,No,
DOC-0494-1,494,Copia de Cédula,Sí,Sí,2025-02-16,No,
DOC-0494-2,494,Denuncia Fiscalía,Sí,Sí,2025-02-18,No,
DOC-0494-3,494,Informe Policial,Sí,Sí,2025-02-20,No,
DOC-0494-4,494,Factura de Taller/Clínica,Sí,Sí,2025-02-19,No,
DOC-0494-5,494,Formulario de Reclamo,Sí,Sí,2025-02-19,No,
DOC-0495-1,495,Copia de Cédula,Sí,Sí,2025-01-13,No,
DOC-0495-2,495,Denuncia Fiscalía,Sí,Sí,2025-01-16,No,
DOC-0495-3,495,Informe Policial,Sí,Sí,2025-01-14,No,
DOC-0495-4,495,Factura de Taller/Clínica,Sí,Sí,2025-01-16,No,
DOC-0495-5,495,Formulario de Reclamo,Sí,Sí,2025-01-15,No,
DOC-0496-1,496,Copia de Cédula,Sí,Sí,2025-01-29,No,
DOC-0496-2,496,Denuncia Fiscalía,Sí,Sí,2025-01-25,No,
DOC-0496-3,496,Informe Policial,Sí,Sí,2025-01-27,No,
DOC-0496-4,496,Factura de Taller/Clínica,Sí,Sí,2025-01-26,No,
DOC-0496-5,496,Formulario de Reclamo,Sí,Sí,2025-01-28,No,
DOC-0497-1,497,Copia de Cédula,Sí,Sí,2025-02-10,No,
DOC-0497-2,497,Denuncia Fiscalía,Sí,Sí,2025-02-12,No,
DOC-0497-3,497,Informe Policial,Sí,Sí,2025-02-10,No,
DOC-0497-4,497,Factura de Taller/Clínica,Sí,Sí,2025-02-12,No,
DOC-0497-5,497,Formulario de Reclamo,Sí,Sí,2025-02-14,No,
DOC-0498-1,498,Copia de Cédula,Sí,Sí,2025-01-15,No,
DOC-0498-2,498,Denuncia Fiscalía,Sí,Sí,2025-01-19,No,
DOC-0498-3,498,Informe Policial,Sí,Sí,2025-01-15,No,
DOC-0498-4,498,Factura de Taller/Clínica,Sí,Sí,2025-01-18,No,
DOC-0498-5,498,Formulario de Reclamo,Sí,Sí,2025-01-19,No,
DOC-0499-1,499,Copia de Cédula,Sí,Sí,2025-01-14,No,
DOC-0499-2,499,Denuncia Fiscalía,No,No,,No,
DOC-0499-3,499,Informe Policial,Sí,Sí,2025-01-11,No,
DOC-0499-4,499,Factura de Taller/Clínica,Sí,Sí,2025-01-13,No,
DOC-0499-5,499,Formulario de Reclamo,Sí,Sí,2025-01-12,No,
DOC-0500-1,500,Copia de Cédula,Sí,Sí,2025-01-20,No,
DOC-0500-2,500,Denuncia Fiscalía,Sí,Sí,2025-01-22,No,
DOC-0500-3,500,Informe Policial,Sí,Sí,2025-01-23,No,
DOC-0500-4,500,Factura de Taller/Clínica,Sí,Sí,2025-01-19,No,
DOC-0500-5,500,Formulario de Reclamo,Sí,Sí,2025-01-19,No,
DOC-0501-1,501,Copia de Cédula,Sí,Sí,2025-01-01,No,
DOC-0501-2,501,Denuncia Fiscalía,Sí,Sí,2024-12-31,No,
DOC-0501-3,501,Informe Policial,Sí,Sí,2025-01-01,No,
DOC-0501-4,501,Factura de Taller/Clínica,Sí,Sí,2025-01-02,No,
DOC-0501-5,501,Formulario de Reclamo,Sí,Sí,2024-12-31,No,
DOC-0502-1,502,Copia de Cédula,Sí,Sí,2025-02-19,No,
DOC-0502-2,502,Denuncia Fiscalía,Sí,Sí,2025-02-20,No,
DOC-0502-3,502,Informe Policial,Sí,Sí,2025-02-18,No,
DOC-0502-4,502,Factura de Taller/Clínica,Sí,Sí,2025-02-18,No,
DOC-0502-5,502,Formulario de Reclamo,Sí,Sí,2025-02-17,No,
DOC-0503-1,503,Copia de Cédula,Sí,Sí,2025-02-03,No,
DOC-0503-2,503,Denuncia Fiscalía,Sí,Sí,2025-02-03,No,
DOC-0503-3,503,Informe Policial,Sí,Sí,2025-02-03,No,
DOC-0503-4,503,Factura de Taller/Clínica,Sí,Sí,2025-02-05,No,
DOC-0503-5,503,Formulario de Reclamo,Sí,Sí,2025-02-03,No,
DOC-0504-1,504,Copia de Cédula,Sí,Sí,2025-01-11,No,
DOC-0504-2,504,Denuncia Fiscalía,Sí,Sí,2025-01-10,No,
DOC-0504-3,504,Informe Policial,Sí,Sí,2025-01-07,No,
DOC-0504-4,504,Factura de Taller/Clínica,Sí,Sí,2025-01-11,No,
DOC-0504-5,504,Formulario de Reclamo,Sí,Sí,2025-01-08,No,
DOC-0505-1,505,Copia de Cédula,Sí,Sí,2025-02-16,No,
DOC-0505-2,505,Denuncia Fiscalía,Sí,Sí,2025-02-13,No,
DOC-0505-3,505,Informe Policial,Sí,Sí,2025-02-15,No,
DOC-0505-4,505,Factura de Taller/Clínica,Sí,Sí,2025-02-15,No,
DOC-0505-5,505,Formulario de Reclamo,Sí,Sí,2025-02-14,No,
DOC-0506-1,506,Copia de Cédula,Sí,Sí,2025-01-01,No,
DOC-0506-2,506,Denuncia Fiscalía,Sí,Sí,2025-01-05,No,
DOC-0506-3,506,Informe Policial,Sí,Sí,2025-01-03,No,
DOC-0506-4,506,Factura de Taller/Clínica,Sí,Sí,2025-01-03,No,
DOC-0506-5,506,Formulario de Reclamo,Sí,Sí,2025-01-02,No,
DOC-0507-1,507,Copia de Cédula,Sí,Sí,2025-02-03,No,
DOC-0507-2,507,Denuncia Fiscalía,Sí,Sí,2025-02-02,No,
DOC-0507-3,507,Informe Policial,Sí,Sí,2025-02-02,No,
DOC-0507-4,507,Factura de Taller/Clínica,Sí,Sí,2025-02-06,No,
DOC-0507-5,507,Formulario de Reclamo,Sí,Sí,2025-02-02,No,
DOC-0508-1,508,Copia de Cédula,Sí,Sí,2025-01-29,No,
DOC-0508-2,508,Denuncia Fiscalía,Sí,Sí,2025-01-31,No,
DOC-0508-3,508,Informe Policial,Sí,Sí,2025-01-29,No,
DOC-0508-4,508,Factura de Taller/Clínica,Sí,Sí,2025-01-31,No,
DOC-0508-5,508,Formulario de Reclamo,Sí,Sí,2025-01-28,No,
DOC-0509-1,509,Copia de Cédula,Sí,Sí,2025-02-18,No,
DOC-0509-2,509,Denuncia Fiscalía,Sí,Sí,2025-02-20,No,
DOC-0509-3,509,Informe Policial,Sí,Sí,2025-02-18,No,
DOC-0509-4,509,Factura de Taller/Clínica,Sí,Sí,2025-02-21,No,
DOC-0509-5,509,Formulario de Reclamo,Sí,Sí,2025-02-20,No,
DOC-0510-1,510,Copia de Cédula,Sí,Sí,2025-01-08,No,
DOC-0510-2,510,Denuncia Fiscalía,Sí,Sí,2025-01-05,No,
DOC-0510-3,510,Informe Policial,Sí,Sí,2025-01-06,No,
DOC-0510-4,510,Factura de Taller/Clínica,Sí,Sí,2025-01-05,No,
DOC-0510-5,510,Formulario de Reclamo,Sí,Sí,2025-01-07,No,
DOC-0511-1,511,Copia de Cédula,Sí,Sí,2025-02-01,No,
DOC-0511-2,511,Denuncia Fiscalía,Sí,Sí,2025-02-02,No,
DOC-0511-3,511,Informe Policial,Sí,Sí,2025-02-02,No,
DOC-0511-4,511,Factura de Taller/Clínica,Sí,Sí,2025-02-01,No,
DOC-0511-5,511,Formulario de Reclamo,Sí,Sí,2025-02-01,No,
DOC-0512-1,512,Copia de Cédula,Sí,Sí,2025-02-19,No,
DOC-0512-2,512,Denuncia Fiscalía,Sí,Sí,2025-02-19,No,
DOC-0512-3,512,Informe Policial,Sí,Sí,2025-02-19,No,
DOC-0512-4,512,Factura de Taller/Clínica,Sí,Sí,2025-02-19,No,
DOC-0512-5,512,Formulario de Reclamo,Sí,Sí,2025-02-18,No,
DOC-0513-1,513,Copia de Cédula,Sí,Sí,2025-01-23,No,
DOC-0513-2,513,Denuncia Fiscalía,Sí,Sí,2025-01-23,No,
DOC-0513-3,513,Informe Policial,Sí,Sí,2025-01-22,No,
DOC-0513-4,513,Factura de Taller/Clínica,Sí,Sí,2025-01-23,No,
DOC-0513-5,513,Formulario de Reclamo,Sí,Sí,2025-01-22,No,
DOC-0514-1,514,Copia de Cédula,Sí,Sí,2025-02-02,No,
DOC-0514-2,514,Denuncia Fiscalía,Sí,Sí,2025-02-04,No,
DOC-0514-3,514,Informe Policial,Sí,Sí,2025-02-02,No,
DOC-0514-4,514,Factura de Taller/Clínica,Sí,Sí,2025-01-31,No,
DOC-0514-5,514,Formulario de Reclamo,Sí,Sí,2025-02-01,No,
DOC-0515-1,515,Copia de Cédula,Sí,Sí,2025-01-11,No,
DOC-0515-2,515,Denuncia Fiscalía,Sí,Sí,2025-01-08,No,
DOC-0515-3,515,Informe Policial,Sí,Sí,2025-01-10,No,
DOC-0515-4,515,Factura de Taller/Clínica,Sí,Sí,2025-01-10,No,
DOC-0515-5,515,Formulario de Reclamo,Sí,Sí,2025-01-07,No,
DOC-0516-1,516,Copia de Cédula,Sí,Sí,2025-02-27,No,
DOC-0516-2,516,Denuncia Fiscalía,Sí,Sí,2025-03-01,No,
DOC-0516-3,516,Informe Policial,Sí,Sí,2025-02-28,No,
DOC-0516-4,516,Factura de Taller/Clínica,Sí,Sí,2025-02-27,No,
DOC-0516-5,516,Formulario de Reclamo,Sí,Sí,2025-02-26,No,
DOC-0517-1,517,Copia de Cédula,Sí,Sí,2025-01-17,No,
DOC-0517-2,517,Denuncia Fiscalía,Sí,Sí,2025-01-17,No,
DOC-0517-3,517,Informe Policial,Sí,Sí,2025-01-16,No,
DOC-0517-4,517,Factura de Taller/Clínica,Sí,Sí,2025-01-17,No,
DOC-0517-5,517,Formulario de Reclamo,Sí,Sí,2025-01-17,No,
DOC-0518-1,518,Copia de Cédula,Sí,Sí,2025-02-07,No,
DOC-0518-2,518,Denuncia Fiscalía,Sí,Sí,2025-02-11,No,
DOC-0518-3,518,Informe Policial,Sí,Sí,2025-02-11,No,
DOC-0518-4,518,Factura de Taller/Clínica,Sí,Sí,2025-02-08,No,
DOC-0518-5,518,Formulario de Reclamo,Sí,Sí,2025-02-11,No,
DOC-0519-1,519,Copia de Cédula,Sí,Sí,2025-01-13,No,
DOC-0519-2,519,Denuncia Fiscalía,Sí,Sí,2025-01-14,No,
DOC-0519-3,519,Informe Policial,Sí,Sí,2025-01-15,No,
DOC-0519-4,519,Factura de Taller/Clínica,Sí,Sí,2025-01-14,No,
DOC-0519-5,519,Formulario de Reclamo,Sí,Sí,2025-01-14,No,
DOC-0520-1,520,Copia de Cédula,Sí,Sí,2025-02-01,No,
DOC-0520-2,520,Denuncia Fiscalía,Sí,Sí,2025-02-02,No,
DOC-0520-3,520,Informe Policial,Sí,Sí,2025-01-31,No,
DOC-0520-4,520,Factura de Taller/Clínica,Sí,Sí,2025-02-01,No,
DOC-0520-5,520,Formulario de Reclamo,Sí,Sí,2025-01-31,No,
DOC-0521-1,521,Copia de Cédula,Sí,Sí,2025-02-15,No,
DOC-0521-2,521,Denuncia Fiscalía,Sí,Sí,2025-02-19,No,
DOC-0521-3,521,Informe Policial,Sí,Sí,2025-02-18,No,
DOC-0521-4,521,Factura de Taller/Clínica,Sí,Sí,2025-02-15,No,
DOC-0521-5,521,Formulario de Reclamo,Sí,Sí,2025-02-19,No,
DOC-0522-1,522,Copia de Cédula,Sí,Sí,2025-01-24,No,
DOC-0522-2,522,Denuncia Fiscalía,Sí,Sí,2025-01-26,No,
DOC-0522-3,522,Informe Policial,Sí,Sí,2025-01-24,No,
DOC-0522-4,522,Factura de Taller/Clínica,Sí,Sí,2025-01-24,No,
DOC-0522-5,522,Formulario de Reclamo,Sí,Sí,2025-01-23,No,
DOC-0523-1,523,Copia de Cédula,Sí,Sí,2025-02-11,No,
DOC-0523-2,523,Denuncia Fiscalía,Sí,Sí,2025-02-15,No,
DOC-0523-3,523,Informe Policial,Sí,Sí,2025-02-13,No,
DOC-0523-4,523,Factura de Taller/Clínica,Sí,Sí,2025-02-12,No,
DOC-0523-5,523,Formulario de Reclamo,Sí,Sí,2025-02-15,No,
DOC-0524-1,524,Copia de Cédula,Sí,Sí,2025-02-19,No,
DOC-0524-2,524,Denuncia Fiscalía,Sí,Sí,2025-02-22,No,
DOC-0524-3,524,Informe Policial,Sí,Sí,2025-02-20,No,
DOC-0524-4,524,Factura de Taller/Clínica,Sí,Sí,2025-02-18,No,
DOC-0524-5,524,Formulario de Reclamo,Sí,Sí,2025-02-19,No,
DOC-0525-1,525,Copia de Cédula,Sí,Sí,2025-01-07,No,
DOC-0525-2,525,Denuncia Fiscalía,Sí,Sí,2025-01-07,No,
DOC-0525-3,525,Informe Policial,Sí,Sí,2025-01-06,No,
DOC-0525-4,525,Factura de Taller/Clínica,Sí,Sí,2025-01-07,No,
DOC-0525-5,525,Formulario de Reclamo,Sí,Sí,2025-01-06,No,
DOC-0526-1,526,Copia de Cédula,Sí,Sí,2025-02-28,No,
DOC-0526-2,526,Denuncia Fiscalía,Sí,Sí,2025-02-27,No,
DOC-0526-3,526,Informe Policial,Sí,Sí,2025-02-26,No,
DOC-0526-4,526,Factura de Taller/Clínica,Sí,Sí,2025-02-27,No,
DOC-0526-5,526,Formulario de Reclamo,Sí,Sí,2025-02-28,No,
DOC-0527-1,527,Copia de Cédula,Sí,Sí,2025-02-10,No,
DOC-0527-2,527,Denuncia Fiscalía,Sí,Sí,2025-02-11,No,
DOC-0527-3,527,Informe Policial,Sí,Sí,2025-02-14,No,
DOC-0527-4,527,Factura de Taller/Clínica,Sí,Sí,2025-02-12,No,
