id_siniestro,id_poliza,id_asegurado,ramo,cobertura,fecha_ocurrencia,fecha_reporte,monto_reclamado,monto_estimado,monto_pagado,estado,sucursal,descripcion,documentos_completos,beneficiario,dias_desde_inicio_poliza,dias_desde_fin_poliza,dias_entre_ocurrencia_reporte,historial_siniestros_asegurado,etiqueta_fraude_simulada,placa_vehiculo,id_proveedor
441,POL-492224,ASEG-100074,Hogar,Incendio,2025-02-16,2025-02-16,12490.16,9446.47,9446.47,Pago Total,Zamora,"El conductor reporta que al transitar por Av. del Ejército en Zamora, debido a trabajos en la vía y falta de señalización, cayó en un bache profundo provocando la rotura del neumático delantero derecho y daños en la suspensión del Dodge Neon.",Sí,Otro,234,131,0,0,0,,PROV-102
442,POL-411477,ASEG-100395,Vehículos,Choque,2025-01-11,2025-01-13,81960.0,70866.46,70866.46,Liquidado,Azogues,El asegurado reporta un choque por alcance en la calle Calle 3 de Noviembre de la ciudad de Azogues. Su Dodge Neon (2008) fue impactado en la parte posterior por otro vehículo que no guardó la distancia de seguridad. Daños leves en el parachoques trasero y cajuela.,Sí,Ing. Juan Castro (Perito),290,75,2,1,0,UOX-0481,PROV-112
443,POL-107181,ASEG-100429,Vehículos,Choque,2025-01-27,2025-01-30,70400.0,58744.37,0.0,Cierre Sin Consecuencia,Machala,Se reporta choque frontal severo de Suburu Legacy contra un objeto fijo en la calle Av. Las Palmeras de Machala. El conductor indica que se desvió para evitar colisión con otro carro que huyó. No hay registro policial del incidente.,Sí,Hospital Santa Inés Cuenca,294,71,3,1,1,OKQ-4933,PROV-107
444,POL-312940,ASEG-100347,Vehículos,Daño material,2025-01-17,2025-01-20,3770.0,3013.28,2277.02,Pago Parcial,Zamora,El asegurado reporta un choque por alcance en la calle Calle Diego de Vaca de la ciudad de Zamora. Su Jeep Grand Cherokee (2002) fue impactado en la parte posterior por otro vehículo que no guardó la distancia de seguridad. Daños leves en el parachoques trasero y cajuela.,Sí,Talleres del Austro,199,166,3,2,0,VCM-4725,PROV-101
445,POL-855186,ASEG-100499,Salud,Atención médica,2025-02-15,2025-02-17,1838.53,1518.25,1518.25,Pago Total,Loja,El asegurado reporta un choque por alcance en la calle Av. Manuel Agustín Aguirre de la ciudad de Loja. Su Dodge Neon (2014) fue impactado en la parte posterior por otro vehículo que no guardó la distancia de seguridad. Daños leves en el parachoques trasero y cajuela.,Sí,Clínica La Cigüeña Machala,205,160,2,3,0,,PROV-102
446,POL-373935,ASEG-100091,Vehículos,Choque,2025-01-04,2025-01-07,54810.0,49718.34,0.0,Cierre Sin Consecuencia,Cuenca,Se reporta choque frontal severo de Chevrolet Silverado contra un objeto fijo en la calle Av. Remigio Crespo de Cuenca. El conductor indica que se desvió para evitar colisión con otro carro que huyó. No hay registro policial del incidente.,Sí,Perito Sospechoso,155,210,3,2,1,ABU-2073,PROV-117
447,POL-812989,ASEG-100412,Vehículos,Choque,2025-01-13,2025-01-16,49400.0,39446.06,19850.65,Pago Parcial,Machala,Se reporta la rotura del parabrisas delantero del Jeep Wrangler (2005) por impacto de una piedra lanzada por un camión de carga mientras circulaba por la vía de acceso a Machala. Sin terceras personas lesionadas.,Sí,Talleres del Austro,81,284,3,0,0,OUW-1470,PROV-101
448,POL-993840,ASEG-100004,Vehículos,Choque,2025-01-12,2025-01-13,68750.0,53967.48,25495.19,Pago Parcial,Zamora,Se reporta la rotura del parabrisas delantero del Chevrolet Malibu (2009) por impacto de una piedra lanzada por un camión de carga mientras circulaba por la vía de acceso a Zamora. Sin terceras personas lesionadas.,Sí,Tecnicentro El Oro,75,290,1,1,0,VZM-6313,PROV-103
449,POL-327856,ASEG-100047,Vehículos,Choque,2025-01-29,2025-01-31,61500.0,55926.65,55926.65,Liquidado,Cuenca,Se reporta la rotura del parabrisas delantero del Dodge Neon (2013) por impacto de una piedra lanzada por un camión de carga mientras circulaba por la vía de acceso a Cuenca. Sin terceras personas lesionadas.,Sí,Clínica San Agustín,288,77,2,2,0,AAX-5159,PROV-109
450,POL-506333,ASEG-100295,Vehículos,Choque,2025-01-03,2025-01-06,76890.0,71984.19,41638.98,Pago Parcial,Machala,Se reporta la rotura del parabrisas delantero del BMW X6 (2007) por impacto de una piedra lanzada por un camión de carga mientras circulaba por la vía de acceso a Machala. Sin terceras personas lesionadas.,Sí,Clínica Hospital Municipal Loja,21,344,3,3,0,OWQ-4111,PROV-106
451,POL-263159,ASEG-100177,Vehículos,Choque,2025-01-30,2025-01-30,56070.0,48266.26,48266.26,Liquidado,Zamora,"Se reporta un choque lateral en la intersección de la calle Calle Sevilla de Oro en Zamora. El conductor de un Toyota Camry indica que otro vehículo ignoró la señal de pare, impactando su puerta lateral izquierda. El choque provocó daños de consideración media.",Sí,Dra. María Cabrera (Perito),251,114,0,3,0,VZY-1166,PROV-113
452,POL-372912,ASEG-100346,Vehículos,Choque,2025-02-22,2025-02-24,56000.0,45194.32,24197.75,Pago Parcial,Cuenca,"Se reporta un choque lateral en la intersección de la calle Av. Solano en Cuenca. El conductor de un Chevrolet Malibu indica que otro vehículo ignoró la señal de pare, impactando su puerta lateral izquierda. El choque provocó daños de consideración media.",Sí,Autoservicio Cuenca,203,162,2,2,0,AVB-1199,PROV-105
453,POL-552788,ASEG-100391,Vehículos,Daño material,2025-02-07,2025-02-09,4290.0,3637.31,3637.31,Pago Total,Cuenca,"Se reporta un choque lateral en la intersección de la calle Av. de las Américas en Cuenca. El conductor de un Audi A3 indica que otro vehículo ignoró la señal de pare, impactando su puerta lateral izquierda. El choque provocó daños de consideración media.",Sí,Enderezada y Pintura Lojanita,100,265,2,2,0,AOR-8830,PROV-104
454,POL-722747,ASEG-100168,Vehículos,Choque,2025-02-19,2025-02-22,60750.0,49511.25,49511.25,Liquidado,Loja,El cliente reporta el robo parcial de los accesorios de su Suburu Forrestor (retrovisores y radio) mientras se encontraba estacionado temporalmente frente a un local comercial en la calle Av. Manuel Agustín Aguirre de Loja.,Sí,Talleres del Austro,132,233,3,3,0,LGX-3230,PROV-101
455,POL-248467,ASEG-100258,Vehículos,Choque,2025-01-28,2025-01-28,48730.0,39913.19,39913.19,Pago Total,Machala,"El conductor reporta que al transitar por Av. Las Palmeras en Machala, debido a trabajos en la vía y falta de señalización, cayó en un bache profundo provocando la rotura del neumático delantero derecho y daños en la suspensión del Chevrolet Malibu.",Sí,Clínica San Agustín,232,133,0,0,0,OGR-3205,PROV-109
456,POL-955953,ASEG-100230,Vehículos,Choque,2025-02-09,2025-02-09,95150.0,75947.28,75947.28,Liquidado,Loja,El asegurado reporta un choque por alcance en la calle Av. Salvador Bustamante Celi de la ciudad de Loja. Su Ford Escape (2007) fue impactado en la parte posterior por otro vehículo que no guardó la distancia de seguridad. Daños leves en el parachoques trasero y cajuela.,Sí,Multiservicios Loja Car,179,186,0,1,0,LNY-5253,PROV-102
457,POL-910622,ASEG-100031,Salud,Atención médica,2025-01-03,2025-01-04,403.5,370.39,370.39,Liquidado,Cuenca,"Se reporta un choque lateral en la intersección de la calle Calle Larga en Cuenca. El conductor de un Dodge Neon indica que otro vehículo ignoró la señal de pare, impactando su puerta lateral izquierda. El choque provocó daños de consideración media.",Sí,Clínica San Agustín,260,105,1,1,0,,PROV-106
458,POL-137675,ASEG-100363,Vehículos,Choque,2024-12-29,2024-12-30,79800.0,69304.59,0.0,Negativa,Machala,Se reporta choque frontal severo de Volkswagen Passat contra un objeto fijo en la calle Av. Las Palmeras de Machala. El conductor indica que se desvió para evitar colisión con otro carro que huyó. No hay registro policial del incidente.,Sí,Taller XYZ,130,235,1,3,1,OZZ-6438,PROV-115
459,POL-343421,ASEG-100417,Vehículos,Choque,2025-01-04,2025-01-05,103560.0,81309.7,81309.7,Pago Total,Azogues,El asegurado reporta un choque por alcance en la calle Av. 24 de Mayo de la ciudad de Azogues. Su Jeep Wrangler (1997) fue impactado en la parte posterior por otro vehículo que no guardó la distancia de seguridad. Daños leves en el parachoques trasero y cajuela.,Sí,Talleres del Austro,132,233,1,1,0,URK-4195,PROV-101
460,POL-413192,ASEG-100418,Vehículos,Choque,2025-02-18,2025-02-20,79500.0,72295.07,30702.61,Pago Parcial,Cuenca,"Se reporta un choque lateral en la intersección de la calle Calle Larga en Cuenca. El conductor de un Accura MDX indica que otro vehículo ignoró la señal de pare, impactando su puerta lateral izquierda. El choque provocó daños de consideración media.",Sí,Enderezada y Pintura Lojanita,211,154,2,0,0,AHI-2957,PROV-104
461,POL-247801,ASEG-100158,Hogar,Incendio,2025-02-11,2025-02-13,3150.68,2488.13,0.0,Negativa,Azogues,Se reporta choque frontal severo de Volkswagen Passat contra un objeto fijo en la calle Calle Bolívar de Azogues. El conductor indica que se desvió para evitar colisión con otro carro que huyó. No hay registro policial del incidente.,Sí,Otro,65,300,2,0,1,,PROV-110
462,POL-171147,ASEG-100037,Vehículos,Choque,2025-02-13,2025-02-16,59520.0,48200.38,48200.38,Pago Total,Loja,El asegurado reporta un choque por alcance en la calle Av. Orillas del Zamora de la ciudad de Loja. Su Honda Accord (2001) fue impactado en la parte posterior por otro vehículo que no guardó la distancia de seguridad. Daños leves en el parachoques trasero y cajuela.,Sí,Dr. Luis Silva (Perito),204,161,3,0,0,LZA-4338,PROV-111
463,POL-431283,ASEG-100007,Vehículos,Choque,2025-02-01,2025-02-02,47760.0,37752.39,0.0,Cierre Sin Consecuencia,Cuenca,Se reporta choque frontal severo de Suburu Impreza contra un objeto fijo en la calle Calle Larga de Cuenca. El conductor indica que se desvió para evitar colisión con otro carro que huyó. No hay registro policial del incidente.,No,Dra. María Cabrera (Perito),295,70,1,3,1,AKK-4024,PROV-113
464,POL-461962,ASEG-100459,Vehículos,Choque,2025-01-19,2025-01-20,84590.0,63819.38,63819.38,Pago Total,Azogues,"Se reporta un choque lateral en la intersección de la calle Calle Bolívar en Azogues. El conductor de un Saab 93 indica que otro vehículo ignoró la señal de pare, impactando su puerta lateral izquierda. El choque provocó daños de consideración media.",Sí,Talleres del Austro,79,286,1,3,0,UWT-3865,PROV-101
465,POL-149467,ASEG-100437,Vehículos,Choque,2025-02-12,2025-02-14,61650.0,57836.89,31491.19,Pago Parcial,Machala,El cliente reporta el robo parcial de los accesorios de su Nissan Ultima (retrovisores y radio) mientras se encontraba estacionado temporalmente frente a un local comercial en la calle Av. 25 de Junio de Machala.,Sí,Dra. María Cabrera (Perito),86,279,2,1,0,OZD-4207,PROV-113
466,POL-758740,ASEG-100344,Vehículos,Choque,2025-01-04,2025-01-06,81400.0,70957.22,70957.22,Liquidado,Loja,Se reporta la rotura del parabrisas delantero del BMW M5 (1998) por impacto de una piedra lanzada por un camión de carga mientras circulaba por la vía de acceso a Loja. Sin terceras personas lesionadas.,Sí,Tecnicentro El Oro,62,303,2,1,0,LLE-1935,PROV-103
467,POL-628337,ASEG-100177,Vehículos,Choque,2025-02-20,2025-02-23,58410.0,47533.6,47533.6,Liquidado,Zamora,"Se reporta un choque lateral en la intersección de la calle Av. del Ejército en Zamora. El conductor de un Chevrolet Tahoe indica que otro vehículo ignoró la señal de pare, impactando su puerta lateral izquierda. El choque provocó daños de consideración media.",Sí,Clínica Hospital Municipal Loja,38,327,3,3,0,VVD-8387,PROV-106
468,POL-574637,ASEG-100140,Vehículos,Choque,2025-01-03,2025-01-04,38610.0,35345.76,26122.19,Pago Parcial,Machala,Se reporta la rotura del parabrisas delantero del Volkswagen Passat (2007) por impacto de una piedra lanzada por un camión de carga mientras circulaba por la vía de acceso a Machala. Sin terceras personas lesionadas.,Sí,Clínica La Cigüeña Machala,123,242,1,2,0,ONX-6882,PROV-108
469,POL-373600,ASEG-100367,Salud,Atención médica,2025-02-04,2025-02-05,310.22,291.09,291.09,Liquidado,Zamora,"El conductor reporta que al transitar por Calle Sevilla de Oro en Zamora, debido a trabajos en la vía y falta de señalización, cayó en un bache profundo provocando la rotura del neumático delantero derecho y daños en la suspensión del Volkswagen Passat.",Sí,Clínica Hospital Municipal Loja,229,136,1,2,0,,PROV-104
470,POL-930032,ASEG-100059,Vehículos,Choque,2025-02-11,2025-02-11,53190.0,48869.28,48869.28,Pago Total,Cuenca,El asegurado reporta un choque por alcance en la calle Av. 12 de Abril de la ciudad de Cuenca. Su Volkswagen Jetta (1996) fue impactado en la parte posterior por otro vehículo que no guardó la distancia de seguridad. Daños leves en el parachoques trasero y cajuela.,Sí,Clínica Hospital Municipal Loja,106,259,0,1,0,AEC-8728,PROV-106
471,POL-396590,ASEG-100236,Vehículos,Choque,2025-02-12,2025-02-14,58300.0,54883.4,0.0,Reserva,Loja,Se reporta choque frontal severo de Nissan Maxima contra un objeto fijo en la calle Av. Orillas del Zamora de Loja. El conductor indica que se desvió para evitar colisión con otro carro que huyó. No hay registro policial del incidente.,Sí,Ing. Carlos Mendoza (Perito),17,348,2,3,1,LOI-7626,PROV-110
472,POL-238412,ASEG-100428,Vehículos,Choque,2025-02-11,2025-02-12,64620.0,51078.03,36999.63,Pago Parcial,Zamora,El asegurado reporta un choque por alcance en la calle Av. Héroes de Paquisha de la ciudad de Zamora. Su Dodge Neon (2003) fue impactado en la parte posterior por otro vehículo que no guardó la distancia de seguridad. Daños leves en el parachoques trasero y cajuela.,Sí,Ing. Carlos Mendoza (Perito),257,108,1,3,0,VXS-0203,PROV-110
473,POL-484321,ASEG-100109,Vehículos,Choque,2025-02-02,2025-02-04,90480.0,81684.27,81684.27,Pago Total,Zamora,"El conductor reporta que al transitar por Av. del Ejército en Zamora, debido a trabajos en la vía y falta de señalización, cayó en un bache profundo provocando la rotura del neumático delantero derecho y daños en la suspensión del BMW X6.",Sí,Clínica La Cigüeña Machala,283,82,2,3,0,VKB-8947,PROV-108
474,POL-795847,ASEG-100280,Vehículos,Robo,2025-01-01,2025-01-03,7080.0,5851.8,5851.8,Liquidado,Zamora,"El conductor reporta que al transitar por Av. del Ejército en Zamora, debido a trabajos en la vía y falta de señalización, cayó en un bache profundo provocando la rotura del neumático delantero derecho y daños en la suspensión del Nissan Maxima.",Sí,Tecnicentro El Oro,131,234,2,1,0,VXO-3089,PROV-103
475,POL-218456,ASEG-100040,Vehículos,Daño material,2025-02-17,2025-02-18,6490.0,5638.6,0.0,Cierre Sin Consecuencia,Cuenca,Se reporta choque frontal severo de Toyota Camry contra un objeto fijo en la calle Calle Larga de Cuenca. El conductor indica que se desvió para evitar colisión con otro carro que huyó. No hay registro policial del incidente.,Sí,Tecnicentro El Oro,19,346,1,2,1,AMS-7668,PROV-103
476,POL-792673,ASEG-100349,Vehículos,Choque,2025-02-02,2025-02-03,55900.0,49011.4,33662.73,Pago Parcial,Azogues,"El conductor reporta que al transitar por Calle Bolívar en Azogues, debido a trabajos en la vía y falta de señalización, cayó en un bache profundo provocando la rotura del neumático delantero derecho y daños en la suspensión del Nissan Ultima.",Sí,Talleres del Austro,101,264,1,3,0,UIX-2969,PROV-101
477,POL-662256,ASEG-100446,Vehículos,Choque,2025-01-12,2025-01-12,63800.0,58859.63,0.0,Negativa,Zamora,Se reporta choque frontal severo de Saab 92x contra un objeto fijo en la calle Av. Héroes de Paquisha de Zamora. El conductor indica que se desvió para evitar colisión con otro carro que huyó. No hay registro policial del incidente.,Sí,Perito Sospechoso,0,365,0,3,1,VGQ-6029,PROV-117
478,POL-971338,ASEG-100467,Vehículos,Choque,2025-01-02,2025-01-02,58160.0,50855.58,0.0,Reserva,Loja,"El conductor declara haber perdido el control de su Saab 95 a una velocidad aproximada de 10 km/h al esquivar un perro en la calle Av. Manuel Agustín Aguirre en Loja, resultando en una volcadura de campana y daños severos en el techo y laterales. El peritaje técnico preliminar indica que el daño es inconsistente con la velocidad reportada.",Sí,Multiservicios Loja Car,2,363,0,2,1,LDH-1020,PROV-102
479,POL-714738,ASEG-100456,Vehículos,Robo,2024-12-29,2025-01-06,6300.0,4909.6,0.0,Reserva,Loja,"El conductor declara haber perdido el control de su Mercedes C300 a una velocidad aproximada de 10 km/h al esquivar un perro en la calle Av. Manuel Agustín Aguirre en Loja, resultando en una volcadura de campana y daños severos en el techo y laterales. El peritaje técnico preliminar indica que el daño es inconsistente con la velocidad reportada.",Sí,Clínica Hospital Municipal Loja,189,176,8,3,1,LZO-5634,PROV-106
480,POL-753844,ASEG-100366,Vehículos,Choque,2025-01-23,2025-01-25,104610.0,96489.92,0.0,Negativa,Zamora,Se reporta choque frontal severo de Mercedes ML350 contra un objeto fijo en la calle Calle Diego de Vaca de Zamora. El conductor indica que se desvió para evitar colisión con otro carro que huyó. No hay registro policial del incidente.,No,Ing. Carlos Mendoza (Perito),206,159,2,0,1,VIA-1304,PROV-110
481,POL-976645,ASEG-100112,Salud,Atención médica,2025-02-10,2025-02-10,144.18,130.84,130.84,Liquidado,Loja,El asegurado reporta un choque por alcance en la calle Av. Manuel Agustín Aguirre de la ciudad de Loja. Su Ford Fusion (1999) fue impactado en la parte posterior por otro vehículo que no guardó la distancia de seguridad. Daños leves en el parachoques trasero y cajuela.,Sí,Clínica La Cigüeña Machala,50,315,0,1,0,,PROV-105
482,POL-918037,ASEG-100284,Vehículos,Choque,2025-01-11,2025-01-13,62900.0,47350.42,47350.42,Pago Total,Azogues,El asegurado reporta un choque por alcance en la calle Calle Bolívar de la ciudad de Azogues. Su Accura MDX (2006) fue impactado en la parte posterior por otro vehículo que no guardó la distancia de seguridad. Daños leves en el parachoques trasero y cajuela.,Sí,Clínica San Agustín,139,226,2,1,0,UKF-1926,PROV-109
483,POL-996253,ASEG-100165,Vehículos,Choque,2025-01-28,2025-01-29,59670.0,48472.15,0.0,Reserva,Cuenca,Se reporta choque frontal severo de Volkswagen Passat contra un objeto fijo en la calle Av. 12 de Abril de Cuenca. El conductor indica que se desvió para evitar colisión con otro carro que huyó. No hay registro policial del incidente.,No,Multiservicios Loja Car,231,134,1,0,1,AUX-1350,PROV-102
484,POL-373731,ASEG-100220,Vehículos,Choque,2025-01-19,2025-01-20,81500.0,66871.92,66871.92,Liquidado,Cuenca,El asegurado reporta un choque por alcance en la calle Av. de las Américas de la ciudad de Cuenca. Su BMW 3 Series (2013) fue impactado en la parte posterior por otro vehículo que no guardó la distancia de seguridad. Daños leves en el parachoques trasero y cajuela.,Sí,Multiservicios Loja Car,49,316,1,3,0,AOM-0301,PROV-102
485,POL-836272,ASEG-100281,Vehículos,Choque,2025-01-27,2025-01-29,50000.0,44402.67,20735.68,Pago Parcial,Zamora,El asegurado reporta un choque por alcance en la calle Av. Héroes de Paquisha de la ciudad de Zamora. Su Jeep Wrangler (2009) fue impactado en la parte posterior por otro vehículo que no guardó la distancia de seguridad. Daños leves en el parachoques trasero y cajuela.,Sí,Ing. Juan Castro (Perito),252,113,2,0,0,VOB-0932,PROV-112
486,POL-167231,ASEG-100260,Vehículos,Choque,2025-02-14,2025-02-15,48290.0,38884.18,29026.77,Pago Parcial,Loja,El asegurado reporta un choque por alcance en la calle Av. Salvador Bustamante Celi de la ciudad de Loja. Su Nissan Maxima (1995) fue impactado en la parte posterior por otro vehículo que no guardó la distancia de seguridad. Daños leves en el parachoques trasero y cajuela.,Sí,Clínica La Cigüeña Machala,275,90,1,0,0,LDS-4012,PROV-108
487,POL-743330,ASEG-100045,Vehículos,Choque,2025-02-17,2025-02-20,59070.0,52038.71,52038.71,Liquidado,Cuenca,"Se reporta un choque lateral en la intersección de la calle Calle Larga en Cuenca. El conductor de un Chevrolet Malibu indica que otro vehículo ignoró la señal de pare, impactando su puerta lateral izquierda. El choque provocó daños de consideración media.",Sí,Autoservicio Cuenca,157,208,3,1,0,ATB-9957,PROV-105
488,POL-807369,ASEG-100141,Vehículos,Choque,2025-02-01,2025-02-02,63300.0,56551.45,30745.33,Pago Parcial,Cuenca,"Se reporta un choque lateral en la intersección de la calle Av. de las Américas en Cuenca. El conductor de un Dodge RAM indica que otro vehículo ignoró la señal de pare, impactando su puerta lateral izquierda. El choque provocó daños de consideración media.",Sí,Enderezada y Pintura Lojanita,81,284,1,0,0,AGS-0710,PROV-104
489,POL-735307,ASEG-100349,Vehículos,Choque,2025-02-20,2025-02-21,65780.0,55346.21,30947.03,Pago Parcial,Azogues,El cliente reporta el robo parcial de los accesorios de su Mercedes ML350 (retrovisores y radio) mientras se encontraba estacionado temporalmente frente a un local comercial en la calle Av. 24 de Mayo de Azogues.,Sí,Clínica Hospital Municipal Loja,240,125,1,3,0,UPF-7669,PROV-106
490,POL-789208,ASEG-100440,Vehículos,Choque,2025-02-05,2025-02-06,75400.0,60288.96,0.0,Cierre Sin Consecuencia,Cuenca,Se reporta choque frontal severo de Dodge Neon contra un objeto fijo en la calle Av. de las Américas de Cuenca. El conductor indica que se desvió para evitar colisión con otro carro que huyó. No hay registro policial del incidente.,Sí,Clínica San Agustín,364,1,1,3,1,AEO-8214,PROV-109
491,POL-585324,ASEG-100476,Vehículos,Robo,2025-02-18,2025-02-21,2250.0,1850.25,1170.26,Pago Parcial,Loja,"El conductor reporta que al transitar por Av. Manuel Agustín Aguirre en Loja, debido a trabajos en la vía y falta de señalización, cayó en un bache profundo provocando la rotura del neumático delantero derecho y daños en la suspensión del Toyota Corolla.",Sí,Multiservicios Loja Car,200,165,3,1,0,LRL-4966,PROV-102
492,POL-498759,ASEG-100331,Vehículos,Choque,2025-01-10,2025-01-11,54120.0,42644.1,42644.1,Pago Total,Cuenca,Se reporta la rotura del parabrisas delantero del Jeep Grand Cherokee (2007) por impacto de una piedra lanzada por un camión de carga mientras circulaba por la vía de acceso a Cuenca. Sin terceras personas lesionadas.,Sí,Hospital Santa Inés Cuenca,247,118,1,2,0,ALV-0927,PROV-107
493,POL-795004,ASEG-100347,Salud,Atención médica,2025-01-14,2025-01-14,527.8,421.2,321.37,Pago Parcial,Zamora,El asegurado reporta un choque por alcance en la calle Av. Héroes de Paquisha de la ciudad de Zamora. Su Saab 95 (2007) fue impactado en la parte posterior por otro vehículo que no guardó la distancia de seguridad. Daños leves en el parachoques trasero y cajuela.,Sí,Clínica San Agustín,223,142,0,2,0,,PROV-109
494,POL-203250,ASEG-100412,Vehículos,Choque,2025-02-15,2025-02-17,66950.0,63255.81,63255.81,Pago Total,Machala,"El conductor reporta que al transitar por Calle Rocafuerte en Machala, debido a trabajos en la vía y falta de señalización, cayó en un bache profundo provocando la rotura del neumático delantero derecho y daños en la suspensión del Chevrolet Malibu.",Sí,Tecnicentro El Oro,250,115,2,0,0,OJG-2990,PROV-103
495,POL-430794,ASEG-100014,Vehículos,Choque,2025-01-11,2025-01-13,64100.0,59819.88,0.0,Cierre Sin Consecuencia,Zamora,Se reporta choque frontal severo de Dodge RAM contra un objeto fijo en la calle Av. del Ejército de Zamora. El conductor indica que se desvió para evitar colisión con otro carro que huyó. No hay registro policial del incidente.,Sí,Autoservicio Cuenca,214,151,2,1,1,VPX-7279,PROV-105
496,POL-156636,ASEG-100492,Vehículos,Choque,2025-01-24,2025-01-25,80280.0,62240.65,62240.65,Pago Total,Machala,"El conductor reporta que al transitar por Av. 25 de Junio en Machala, debido a trabajos en la vía y falta de señalización, cayó en un bache profundo provocando la rotura del neumático delantero derecho y daños en la suspensión del Chevrolet Tahoe.",Sí,Hospital Santa Inés Cuenca,158,207,1,0,0,OJN-9599,PROV-107
497,POL-284143,ASEG-100305,Vehículos,Robo,2025-02-09,2025-02-11,4680.0,3881.66,1834.82,Pago Parcial,Zamora,"Se reporta un choque lateral en la intersección de la calle Calle Diego de Vaca en Zamora. El conductor de un Accura MDX indica que otro vehículo ignoró la señal de pare, impactando su puerta lateral izquierda. El choque provocó daños de consideración media.",Sí,Clínica Hospital Municipal Loja,210,155,2,0,0,VLZ-1379,PROV-106
498,POL-740518,ASEG-100298,Vehículos,Choque,2025-01-14,2025-01-15,39720.0,36276.9,25782.02,Pago Parcial,Azogues,"El conductor reporta que al transitar por Calle 3 de Noviembre en Azogues, debido a trabajos en la vía y falta de señalización, cayó en un bache profundo provocando la rotura del neumático delantero derecho y daños en la suspensión del Accura MDX.",Sí,Enderezada y Pintura Lojanita,227,138,1,1,0,USB-5272,PROV-104
499,POL-445289,ASEG-100420,Vehículos,Choque,2025-01-10,2025-01-10,63580.0,48859.68,0.0,Cierre Sin Consecuencia,Cuenca,"El conductor declara haber perdido el control de su Mercedes ML350 a una velocidad aproximada de 10 km/h al esquivar un perro en la calle Calle Larga en Cuenca, resultando en una volcadura de campana y daños severos en el techo y laterales. El peritaje técnico preliminar indica que el daño es inconsistente con la velocidad reportada.",No,Tecnicentro El Oro,364,1,0,1,1,AVR-7185,PROV-103
500,POL-599262,ASEG-100113,Vehículos,Choque,2025-01-18,2025-01-21,73370.0,63498.87,42721.24,Pago Parcial,Machala,Se reporta la rotura del parabrisas delantero del Saab 95 (2013) por impacto de una piedra lanzada por un camión de carga mientras circulaba por la vía de acceso a Machala. Sin terceras personas lesionadas.,Sí,Clínica La Cigüeña Machala,82,283,3,3,0,OFA-2089,PROV-108
501,POL-357949,ASEG-100474,Hogar,Incendio,2024-12-29,2024-12-29,2835.47,2212.79,2212.79,Liquidado,Loja,"Se reporta un choque lateral en la intersección de la calle Calle Bolívar en Loja. El conductor de un Honda CRV indica que otro vehículo ignoró la señal de pare, impactando su puerta lateral izquierda. El choque provocó daños de consideración media.",Sí,Otro,33,332,0,0,0,,PROV-106
502,POL-493161,ASEG-100061,Vehículos,Choque,2025-02-15,2025-02-17,49800.0,46987.89,46987.89,Liquidado,Azogues,El asegurado reporta un choque por alcance en la calle Calle Bolívar de la ciudad de Azogues. Su Mercedes ML350 (2015) fue impactado en la parte posterior por otro vehículo que no guardó la distancia de seguridad. Daños leves en el parachoques trasero y cajuela.,Sí,Talleres del Austro,131,234,2,3,0,UTN-6099,PROV-101
503,POL-320251,ASEG-100265,Vehículos,Choque,2025-02-01,2025-02-01,77440.0,66995.1,66995.1,Liquidado,Cuenca,Se reporta la rotura del parabrisas delantero del Nissan Ultima (2005) por impacto de una piedra lanzada por un camión de carga mientras circulaba por la vía de acceso a Cuenca. Sin terceras personas lesionadas.,Sí,Tecnicentro El Oro,110,255,0,3,0,AIS-9386,PROV-103
504,POL-231127,ASEG-100358,Vehículos,Choque,2025-01-06,2025-01-07,42900.0,34640.29,23433.32,Pago Parcial,Azogues,"Se reporta un choque lateral en la intersección de la calle Calle 3 de Noviembre en Azogues. El conductor de un Accura TL indica que otro vehículo ignoró la señal de pare, impactando su puerta lateral izquierda. El choque provocó daños de consideración media.",Sí,Clínica San Agustín,15,350,1,3,0,UFF-4594,PROV-109
505,POL-766193,ASEG-100199,Salud,Atención médica,2025-02-11,2025-02-12,141.06,109.31,0.0,Reserva,Zamora,Se reporta choque frontal severo de Ford F150 contra un objeto fijo en la calle Calle Sevilla de Oro de Zamora. El conductor indica que se desvió para evitar colisión con otro carro que huyó. No hay registro policial del incidente.,No,Hospital Santa Inés Cuenca,65,300,1,1,1,,PROV-102
506,POL-555374,ASEG-100273,Vehículos,Choque,2024-12-31,2025-01-03,57330.0,45294.19,31773.9,Pago Parcial,Zamora,"Se reporta un choque lateral en la intersección de la calle Av. del Ejército en Zamora. El conductor de un Jeep Grand Cherokee indica que otro vehículo ignoró la señal de pare, impactando su puerta lateral izquierda. El choque provocó daños de consideración media.",Sí,Dra. María Cabrera (Perito),259,106,3,2,0,VFZ-2619,PROV-113
507,POL-491484,ASEG-100177,Vehículos,Choque,2025-02-01,2025-02-02,53370.0,47864.91,26900.6,Pago Parcial,Zamora,Se reporta la rotura del parabrisas delantero del Nissan Ultima (2011) por impacto de una piedra lanzada por un camión de carga mientras circulaba por la vía de acceso a Zamora. Sin terceras personas lesionadas.,Sí,Ing. Juan Castro (Perito),106,259,1,3,0,VVQ-9269,PROV-112
