id_poliza,id_asegurado,ramo,fecha_inicio,fecha_fin,prima,suma_asegurada,deducible,canal_venta,ciudad,estado_poliza
POL-268833,ASEG-100289,Vehículos,2024-05-11,2025-05-11,1338.4,25968.94,1000.0,Broker,Cuenca,Expirada
POL-287489,ASEG-100429,Vehículos,2024-01-19,2025-01-18,949.44,43853.1,1000.0,Agente Directo,Machala,Expirada
POL-808153,ASEG-100299,Vehículos,2024-07-31,2025-07-31,977.4,89807.86,2000.0,Banca Seguros,Cuenca,Expirada
POL-687639,ASEG-100331,Vehículos,2024-06-15,2025-06-15,1181.46,69101.28,2000.0,Web Aseguradora,Cuenca,Expirada
POL-497347,ASEG-100093,Vehículos,2024-12-10,2025-12-10,1187.53,17733.57,500.0,Broker,Loja,Expirada
POL-439660,ASEG-100338,Salud,2024-05-04,2025-05-04,845.16,4568.23,1000.0,Banca Seguros,Cuenca,Expirada
POL-847123,ASEG-100015,Vehículos,2024-09-19,2025-09-19,1442.27,16605.3,500.0,Web Aseguradora,Zamora,Expirada
POL-172307,ASEG-100415,Vehículos,2024-06-22,2025-06-22,1276.43,49469.86,2000.0,Banca Seguros,Zamora,Expirada
POL-810189,ASEG-100286,Vehículos,2024-07-12,2025-07-12,1075.41,18714.62,500.0,Agente Directo,Loja,Expirada
POL-432068,ASEG-100328,Vehículos,2024-09-15,2025-09-15,1111.72,22072.17,500.0,Banca Seguros,Cuenca,Expirada
POL-903203,ASEG-100359,Vehículos,2024-09-05,2025-09-05,814.96,74799.84,2000.0,Broker,Azogues,Expirada
POL-253085,ASEG-100356,Vehículos,2024-05-16,2025-05-16,1575.86,26433.55,1000.0,Agente Directo,Cuenca,Expirada
POL-180720,ASEG-100420,Vehículos,2024-10-20,2025-10-20,1115.27,43392.77,1000.0,Agente Directo,Cuenca,Expirada
POL-492224,ASEG-100074,Hogar,2024-06-27,2025-06-27,1175.7,17722.04,2000.0,Banca Seguros,Zamora,Expirada
POL-411477,ASEG-100395,Vehículos,2024-03-27,2025-03-27,793.15,14072.48,500.0,Banca Seguros,Azogues,Expirada
POL-107181,ASEG-100429,Vehículos,2024-04-08,2025-04-08,942.51,23387.85,500.0,Agente Directo,Machala,Expirada
POL-312940,ASEG-100347,Vehículos,2024-07-02,2025-07-02,1056.71,42581.19,1000.0,Banca Seguros,Zamora,Expirada
POL-855186,ASEG-100499,Salud,2024-07-25,2025-07-25,1255.68,2242.67,2000.0,Web Aseguradora,Loja,Expirada
POL-373935,ASEG-100091,Vehículos,2024-08-02,2025-08-02,1335.13,16353.86,500.0,Web Aseguradora,Cuenca,Expirada
POL-812989,ASEG-100412,Vehículos,2024-10-24,2025-10-24,1178.95,15947.36,500.0,Web Aseguradora,Machala,Expirada
POL-993840,ASEG-100004,Vehículos,2024-10-29,2025-10-29,1793.16,11009.98,500.0,Agente Directo,Zamora,Expirada
POL-327856,ASEG-100047,Vehículos,2024-04-16,2025-04-16,1008.38,17218.01,500.0,Banca Seguros,Cuenca,Expirada
POL-506333,ASEG-100295,Vehículos,2024-12-13,2025-12-13,1396.83,13058.36,500.0,Web Aseguradora,Machala,Expirada
POL-263159,ASEG-100177,Vehículos,2024-05-24,2025-05-24,1402.78,13488.41,500.0,Web Aseguradora,Zamora,Expirada
POL-372912,ASEG-100346,Vehículos,2024-08-03,2025-08-03,1437.88,28563.98,1000.0,Banca Seguros,Cuenca,Expirada
POL-552788,ASEG-100391,Vehículos,2024-10-30,2025-10-30,1313.64,36287.06,1000.0,Agente Directo,Cuenca,Expirada
POL-722747,ASEG-100168,Vehículos,2024-10-10,2025-10-10,1482.14,23812.49,500.0,Agente Directo,Loja,Expirada
POL-248467,ASEG-100258,Vehículos,2024-06-10,2025-06-10,1171.75,89166.95,2000.0,Web Aseguradora,Machala,Expirada
POL-955953,ASEG-100230,Vehículos,2024-08-14,2025-08-14,1353.33,77325.93,2000.0,Banca Seguros,Loja,Expirada
POL-910622,ASEG-100031,Salud,2024-04-18,2025-04-18,1175.51,566.12,500.0,Broker,Cuenca,Expirada
POL-137675,ASEG-100363,Vehículos,2024-08-21,2025-08-21,1836.02,96622.09,2000.0,Broker,Machala,Expirada
POL-343421,ASEG-100417,Vehículos,2024-08-25,2025-08-25,1480.79,19470.69,500.0,Banca Seguros,Azogues,Expirada
POL-413192,ASEG-100418,Vehículos,2024-07-22,2025-07-22,1453.92,87170.13,2000.0,Web Aseguradora,Cuenca,Expirada
POL-247801,ASEG-100158,Hogar,2024-12-08,2025-12-08,1340.71,3789.66,500.0,Web Aseguradora,Azogues,Expirada
POL-171147,ASEG-100037,Vehículos,2024-07-24,2025-07-24,714.03,94978.47,2000.0,Web Aseguradora,Loja,Expirada
POL-431283,ASEG-100007,Vehículos,2024-04-12,2025-04-12,1376.16,73325.25,2000.0,Agente Directo,Cuenca,Expirada
POL-461962,ASEG-100459,Vehículos,2024-11-01,2025-11-01,914.22,22465.56,500.0,Broker,Azogues,Expirada
POL-149467,ASEG-100437,Vehículos,2024-11-18,2025-11-18,1601.47,34648.33,1000.0,Banca Seguros,Machala,Expirada
POL-758740,ASEG-100344,Vehículos,2024-11-03,2025-11-03,1096.79,33478.37,1000.0,Web Aseguradora,Loja,Expirada
POL-628337,ASEG-100177,Vehículos,2025-01-13,2026-01-13,1078.22,41083.71,2000.0,Agente Directo,Zamora,Expirada
POL-574637,ASEG-100140,Vehículos,2024-09-02,2025-09-02,1595.28,21752.32,1000.0,Banca Seguros,Machala,Expirada
POL-373600,ASEG-100367,Salud,2024-06-20,2025-06-20,1217.84,373.81,1000.0,Agente Directo,Zamora,Expirada
POL-930032,ASEG-100059,Vehículos,2024-10-28,2025-10-28,1117.42,87636.71,2000.0,Agente Directo,Cuenca,Expirada
POL-396590,ASEG-100236,Vehículos,2025-01-26,2026-01-26,1567.37,87846.93,2000.0,Banca Seguros,Loja,Expirada
POL-238412,ASEG-100428,Vehículos,2024-05-30,2025-05-30,1294.93,73688.82,2000.0,Banca Seguros,Zamora,Expirada
POL-484321,ASEG-100109,Vehículos,2024-04-25,2025-04-25,1152.12,33434.14,1000.0,Broker,Zamora,Expirada
POL-795847,ASEG-100280,Vehículos,2024-08-23,2025-08-23,1441.21,41140.64,1000.0,Banca Seguros,Zamora,Expirada
POL-218456,ASEG-100040,Vehículos,2025-01-29,2026-01-29,1575.74,22991.9,1000.0,Agente Directo,Cuenca,Expirada
POL-792673,ASEG-100349,Vehículos,2024-10-24,2025-10-24,1233.96,93578.13,2000.0,Broker,Azogues,Expirada
POL-662256,ASEG-100446,Vehículos,2025-01-12,2026-01-12,1861.43,34769.38,1000.0,Banca Seguros,Zamora,Expirada
POL-971338,ASEG-100467,Vehículos,2024-12-31,2025-12-31,1570.86,38347.24,1000.0,Web Aseguradora,Loja,Expirada
POL-714738,ASEG-100456,Vehículos,2024-06-23,2025-06-23,791.47,94840.43,2000.0,Agente Directo,Loja,Expirada
POL-753844,ASEG-100366,Vehículos,2024-07-01,2025-07-01,1012.78,49561.05,1000.0,Web Aseguradora,Zamora,Expirada
POL-976645,ASEG-100112,Salud,2024-12-22,2025-12-22,1047.06,247.2,500.0,Banca Seguros,Loja,Expirada
POL-918037,ASEG-100284,Vehículos,2024-08-25,2025-08-25,1390.29,48730.63,1000.0,Banca Seguros,Azogues,Expirada
POL-996253,ASEG-100165,Vehículos,2024-06-11,2025-06-11,951.46,16929.16,500.0,Banca Seguros,Cuenca,Expirada
POL-373731,ASEG-100220,Vehículos,2024-12-01,2025-12-01,1226.78,23361.94,1000.0,Banca Seguros,Cuenca,Expirada
POL-836272,ASEG-100281,Vehículos,2024-05-20,2025-05-20,1280.9,18024.67,500.0,Broker,Zamora,Expirada
POL-167231,ASEG-100260,Vehículos,2024-05-15,2025-05-15,1472.77,57672.73,2000.0,Broker,Loja,Expirada
POL-743330,ASEG-100045,Vehículos,2024-09-13,2025-09-13,1878.44,41033.02,1000.0,Broker,Cuenca,Expirada
POL-807369,ASEG-100141,Vehículos,2024-11-12,2025-11-12,1418.5,15031.98,500.0,Agente Directo,Cuenca,Expirada
POL-735307,ASEG-100349,Vehículos,2024-06-25,2025-06-25,1532.8,11344.88,500.0,Agente Directo,Azogues,Expirada
POL-789208,ASEG-100440,Vehículos,2024-02-07,2025-02-06,1304.35,17516.31,500.0,Web Aseguradora,Cuenca,Expirada
POL-585324,ASEG-100476,Vehículos,2024-08-02,2025-08-02,1551.61,51313.87,2000.0,Broker,Loja,Expirada
POL-498759,ASEG-100331,Vehículos,2024-05-08,2025-05-08,1326.98,39963.94,1000.0,Web Aseguradora,Cuenca,Expirada
POL-795004,ASEG-100347,Salud,2024-06-05,2025-06-05,862.92,911.2,500.0,Banca Seguros,Zamora,Expirada
POL-203250,ASEG-100412,Vehículos,2024-06-10,2025-06-10,1331.69,81371.46,2000.0,Agente Directo,Machala,Expirada
POL-430794,ASEG-100014,Vehículos,2024-06-11,2025-06-11,1486.04,78143.67,2000.0,Broker,Zamora,Expirada
POL-156636,ASEG-100492,Vehículos,2024-08-19,2025-08-19,870.55,47511.95,1000.0,Web Aseguradora,Machala,Expirada
POL-284143,ASEG-100305,Vehículos,2024-07-14,2025-07-14,1344.56,55941.71,2000.0,Banca Seguros,Zamora,Expirada
POL-740518,ASEG-100298,Vehículos,2024-06-01,2025-06-01,1377.04,48831.52,1000.0,Agente Directo,Azogues,Expirada
POL-445289,ASEG-100420,Vehículos,2024-01-12,2025-01-11,1237.88,16909.82,500.0,Web Aseguradora,Cuenca,Expirada
POL-599262,ASEG-100113,Vehículos,2024-10-28,2025-10-28,1525.86,38878.99,1000.0,Web Aseguradora,Machala,Expirada
POL-357949,ASEG-100474,Hogar,2024-11-26,2025-11-26,854.58,5057.32,500.0,Agente Directo,Loja,Expirada
POL-493161,ASEG-100061,Vehículos,2024-10-07,2025-10-07,770.76,25953.78,1000.0,Broker,Azogues,Expirada
POL-320251,ASEG-100265,Vehículos,2024-10-14,2025-10-14,1132.74,52792.52,2000.0,Broker,Cuenca,Expirada
POL-231127,ASEG-100358,Vehículos,2024-12-22,2025-12-22,1173.37,11374.57,500.0,Agente Directo,Azogues,Expirada
POL-766193,ASEG-100199,Salud,2024-12-08,2025-12-08,1188.28,279.92,2000.0,Broker,Zamora,Expirada
POL-555374,ASEG-100273,Vehículos,2024-04-16,2025-04-16,876.88,47589.28,1000.0,Agente Directo,Zamora,Expirada
POL-491484,ASEG-100177,Vehículos,2024-10-18,2025-10-18,1143.95,27267.3,1000.0,Banca Seguros,Zamora,Expirada
POL-925128,ASEG-100139,Vehículos,2024-08-24,2025-08-24,1409.06,48909.83,2000.0,Agente Directo,Zamora,Expirada
POL-265093,ASEG-100260,Vehículos,2024-10-08,2025-10-08,1070.63,22181.64,1000.0,Broker,Loja,Expirada
POL-267808,ASEG-100036,Vehículos,2024-07-05,2025-07-05,916.13,88291.21,2000.0,Agente Directo,Zamora,Expirada
POL-116735,ASEG-100086,Vehículos,2024-12-08,2025-12-08,1191.5,20746.79,500.0,Banca Seguros,Zamora,Expirada
POL-963680,ASEG-100018,Vehículos,2024-10-12,2025-10-12,1474.66,20849.55,1000.0,Web Aseguradora,Loja,Expirada
POL-445694,ASEG-100332,Vehículos,2024-09-07,2025-09-07,1193.45,35374.83,1000.0,Web Aseguradora,Loja,Expirada
POL-215534,ASEG-100081,Vehículos,2024-05-12,2025-05-12,1437.53,29275.6,1000.0,Banca Seguros,Machala,Expirada
POL-232854,ASEG-100197,Vehículos,2024-08-13,2025-08-13,1304.83,56343.98,2000.0,Banca Seguros,Loja,Expirada
POL-168260,ASEG-100056,Vehículos,2024-12-02,2025-12-02,1168.8,24833.07,1000.0,Banca Seguros,Machala,Expirada
POL-538955,ASEG-100436,Salud,2024-06-12,2025-06-12,1164.97,1553.87,1000.0,Web Aseguradora,Machala,Expirada
POL-243226,ASEG-100402,Vehículos,2024-09-19,2025-09-19,1232.72,40280.65,1000.0,Broker,Machala,Expirada
POL-246435,ASEG-100328,Vehículos,2024-11-06,2025-11-06,1800.76,58081.52,2000.0,Web Aseguradora,Cuenca,Expirada
POL-582480,ASEG-100241,Vehículos,2024-12-27,2025-12-27,1187.01,10819.12,500.0,Agente Directo,Zamora,Expirada
POL-345539,ASEG-100104,Hogar,2024-08-01,2025-08-01,1559.34,32400.12,1000.0,Banca Seguros,Machala,Expirada
POL-924318,ASEG-100312,Vehículos,2024-07-07,2025-07-07,1137.02,52282.21,2000.0,Broker,Cuenca,Expirada
POL-726880,ASEG-100439,Vehículos,2024-06-06,2025-06-06,1281.72,39740.98,1000.0,Agente Directo,Machala,Expirada
POL-190588,ASEG-100440,Vehículos,2024-11-16,2025-11-16,796.35,29556.11,1000.0,Broker,Cuenca,Expirada
POL-246705,ASEG-100082,Vehículos,2024-07-01,2025-07-01,1270.02,14952.84,500.0,Agente Directo,Azogues,Expirada
POL-619589,ASEG-100112,Vehículos,2024-06-16,2025-06-16,1383.13,38290.18,1000.0,Web Aseguradora,Loja,Expirada
POL-164988,ASEG-100328,Vehículos,2024-12-16,2025-12-16,1290.74,97045.68,2000.0,Broker,Cuenca,Expirada
POL-729534,ASEG-100034,Vehículos,2024-11-03,2025-11-03,1216.68,27768.31,1000.0,Banca Seguros,Machala,Expirada
POL-505014,ASEG-100211,Salud,2025-01-03,2026-01-03,1251.16,2316.07,500.0,Banca Seguros,Cuenca,Expirada
POL-920826,ASEG-100446,Vehículos,2024-07-11,2025-07-11,1586.41,51178.41,2000.0,Broker,Zamora,Expirada
POL-534982,ASEG-100232,Vehículos,2024-11-28,2025-11-28,1526.11,84113.12,2000.0,Agente Directo,Zamora,Expirada
POL-110408,ASEG-100463,Vehículos,2024-09-03,2025-09-03,1028.44,27820.19,1000.0,Banca Seguros,Zamora,Expirada
POL-283052,ASEG-100103,Vehículos,2024-05-26,2025-05-26,1555.94,44133.18,1000.0,Agente Directo,Zamora,Expirada
POL-840806,ASEG-100036,Vehículos,2024-04-21,2025-04-21,1570.77,56080.45,2000.0,Banca Seguros,Zamora,Expirada
POL-382394,ASEG-100466,Vehículos,2024-12-17,2025-12-17,1170.53,57150.25,2000.0,Agente Directo,Zamora,Expirada
POL-876699,ASEG-100302,Vehículos,2025-01-10,2026-01-10,1099.95,27776.27,1000.0,Agente Directo,Loja,Expirada
POL-871432,ASEG-100022,Vehículos,2024-10-04,2025-10-04,1472.43,79764.78,2000.0,Agente Directo,Zamora,Expirada
POL-379882,ASEG-100213,Vehículos,2025-01-01,2026-01-01,1275.62,22552.3,500.0,Agente Directo,Zamora,Expirada
POL-852002,ASEG-100468,Vehículos,2025-02-17,2026-02-17,1292.3,38315.45,1000.0,Banca Seguros,Zamora,Expirada
POL-372891,ASEG-100111,Vehículos,2024-05-14,2025-05-14,1009.37,76777.98,2000.0,Agente Directo,Machala,Expirada
POL-689034,ASEG-100010,Salud,2024-05-24,2025-05-24,1093.07,200.89,500.0,Web Aseguradora,Machala,Expirada
POL-743092,ASEG-100278,Vehículos,2025-01-30,2026-01-30,1325.44,40673.37,1000.0,Banca Seguros,Loja,Expirada
POL-599174,ASEG-100030,Vehículos,2024-11-08,2025-11-08,1017.18,87376.23,2000.0,Broker,Machala,Expirada
POL-421092,ASEG-100172,Vehículos,2024-10-08,2025-10-08,1221.17,43733.06,1000.0,Broker,Machala,Expirada
POL-349658,ASEG-100434,Vehículos,2024-05-12,2025-05-12,1927.87,20850.28,500.0,Broker,Loja,Expirada
POL-811042,ASEG-100059,Vehículos,2024-07-20,2025-07-20,978.27,44657.26,1000.0,Broker,Cuenca,Expirada
POL-505316,ASEG-100196,Vehículos,2024-11-02,2025-11-02,1221.14,77696.47,2000.0,Agente Directo,Machala,Expirada
POL-116645,ASEG-100011,Vehículos,2024-06-19,2025-06-19,1255.62,73549.0,2000.0,Web Aseguradora,Azogues,Expirada
POL-950880,ASEG-100483,Vehículos,2024-03-27,2025-03-27,999.52,19600.15,500.0,Banca Seguros,Cuenca,Expirada
POL-788502,ASEG-100083,Vehículos,2025-01-21,2026-01-21,1380.89,10008.17,500.0,Broker,Azogues,Expirada
POL-627486,ASEG-100282,Vehículos,2024-08-17,2025-08-17,1010.77,23727.98,500.0,Agente Directo,Loja,Expirada
POL-498842,ASEG-100389,Vehículos,2024-10-02,2025-10-02,1205.86,14412.85,500.0,Banca Seguros,Azogues,Expirada
POL-550294,ASEG-100334,Salud,2024-01-28,2025-01-27,1526.61,2626.88,1000.0,Web Aseguradora,Loja,Expirada
POL-328387,ASEG-100193,Vehículos,2024-12-01,2025-12-01,1496.44,20237.43,1000.0,Broker,Cuenca,Expirada
POL-540152,ASEG-100255,Vehículos,2024-07-18,2025-07-18,1256.2,13378.36,500.0,Agente Directo,Azogues,Expirada
POL-385932,ASEG-100373,Vehículos,2025-01-07,2026-01-07,1268.35,14060.5,500.0,Broker,Loja,Expirada
POL-618682,ASEG-100071,Vehículos,2024-11-15,2025-11-15,1421.59,75957.18,2000.0,Web Aseguradora,Machala,Expirada
POL-550930,ASEG-100117,Vehículos,2024-07-28,2025-07-28,1500.04,18566.14,500.0,Broker,Machala,Expirada
POL-998192,ASEG-100170,Vehículos,2025-02-19,2026-02-19,1433.24,23704.13,500.0,Agente Directo,Cuenca,Expirada
POL-663938,ASEG-100160,Vehículos,2024-07-18,2025-07-18,1231.25,46442.8,2000.0,Banca Seguros,Loja,Expirada
POL-756870,ASEG-100254,Hogar,2024-06-05,2025-06-05,1135.43,44277.14,500.0,Agente Directo,Azogues,Expirada
POL-337158,ASEG-100300,Vehículos,2024-02-02,2025-02-01,945.73,54037.15,2000.0,Web Aseguradora,Cuenca,Expirada
POL-919875,ASEG-100141,Vehículos,2024-06-19,2025-06-19,1118.76,90555.22,2000.0,Agente Directo,Cuenca,Expirada
POL-315631,ASEG-100236,Vehículos,2024-10-12,2025-10-12,1231.98,57954.92,2000.0,Web Aseguradora,Loja,Expirada
POL-113464,ASEG-100254,Salud,2024-12-17,2025-12-17,1005.47,1019.68,2000.0,Web Aseguradora,Azogues,Expirada
POL-556415,ASEG-100125,Vehículos,2024-08-09,2025-08-09,1108.97,66717.69,2000.0,Agente Directo,Machala,Expirada
POL-250249,ASEG-100473,Vehículos,2024-09-03,2025-09-03,1392.39,14776.25,500.0,Broker,Machala,Expirada
POL-403776,ASEG-100123,Vehículos,2024-07-23,2025-07-23,1317.97,57004.42,2000.0,Agente Directo,Azogues,Expirada
POL-396002,ASEG-100387,Vehículos,2024-11-18,2025-11-18,1588.22,36336.58,1000.0,Banca Seguros,Machala,Expirada
POL-976908,ASEG-100044,Vehículos,2024-10-07,2025-10-07,900.02,10638.81,500.0,Broker,Cuenca,Expirada
POL-509489,ASEG-100233,Vehículos,2024-07-11,2025-07-11,1744.64,21048.86,1000.0,Agente Directo,Azogues,Expirada
POL-485295,ASEG-100274,Vehículos,2025-01-14,2026-01-14,1260.56,32590.95,1000.0,Banca Seguros,Machala,Expirada
POL-361829,ASEG-100346,Vehículos,2024-04-06,2025-04-06,1021.14,55607.66,2000.0,Agente Directo,Cuenca,Expirada
POL-603632,ASEG-100390,Vehículos,2024-08-31,2025-08-31,1285.09,41276.38,2000.0,Banca Seguros,Cuenca,Expirada
POL-783494,ASEG-100461,Vehículos,2024-07-18,2025-07-18,1537.07,11690.76,500.0,Web Aseguradora,Loja,Expirada
POL-439049,ASEG-100473,Vehículos,2024-10-03,2025-10-03,1022.42,34842.44,1000.0,Web Aseguradora,Machala,Expirada
POL-502634,ASEG-100190,Salud,2024-05-28,2025-05-28,1558.86,2857.35,2000.0,Web Aseguradora,Machala,Expirada
POL-378588,ASEG-100243,Vehículos,2025-01-14,2026-01-14,1757.87,22426.56,500.0,Agente Directo,Machala,Expirada
POL-794731,ASEG-100204,Vehículos,2024-12-18,2025-12-18,973.5,37137.24,1000.0,Broker,Loja,Expirada
POL-641934,ASEG-100173,Vehículos,2025-02-09,2026-02-09,1430.8,11402.86,500.0,Broker,Cuenca,Expirada
POL-113516,ASEG-100012,Hogar,2024-05-23,2025-05-23,1192.27,37541.59,500.0,Agente Directo,Loja,Expirada
POL-425631,ASEG-100125,Vehículos,2024-10-11,2025-10-11,1163.83,14048.17,500.0,Agente Directo,Machala,Expirada
POL-542245,ASEG-100379,Vehículos,2024-10-05,2025-10-05,1003.15,39546.37,1000.0,Web Aseguradora,Azogues,Expirada
POL-512894,ASEG-100423,Vehículos,2024-11-29,2025-11-29,1153.54,88325.39,2000.0,Banca Seguros,Loja,Expirada
POL-633090,ASEG-100245,Vehículos,2024-11-02,2025-11-02,1631.1,36724.71,1000.0,Agente Directo,Azogues,Expirada
POL-464234,ASEG-100149,Vehículos,2024-08-23,2025-08-23,1252.48,28358.07,1000.0,Web Aseguradora,Azogues,Expirada
POL-290162,ASEG-100258,Vehículos,2024-03-28,2025-03-28,1677.26,45986.6,1000.0,Web Aseguradora,Machala,Expirada
POL-638155,ASEG-100031,Vehículos,2024-07-03,2025-07-03,979.73,20079.5,1000.0,Agente Directo,Cuenca,Expirada
POL-911429,ASEG-100022,Salud,2024-05-01,2025-05-01,989.24,4701.51,500.0,Web Aseguradora,Zamora,Expirada
POL-106186,ASEG-100471,Vehículos,2024-09-10,2025-09-10,1389.86,36658.88,1000.0,Web Aseguradora,Machala,Expirada
POL-311783,ASEG-100492,Vehículos,2024-11-06,2025-11-06,1233.85,24151.74,500.0,Web Aseguradora,Machala,Expirada
POL-528385,ASEG-100226,Vehículos,2024-08-18,2025-08-18,1320.39,23836.64,500.0,Web Aseguradora,Loja,Expirada
POL-228403,ASEG-100116,Vehículos,2024-05-28,2025-05-28,1435.09,36549.81,1000.0,Web Aseguradora,Azogues,Expirada
POL-209177,ASEG-100321,Vehículos,2024-08-31,2025-08-31,1448.54,13634.54,500.0,Broker,Cuenca,Expirada
POL-497929,ASEG-100064,Vehículos,2024-03-25,2025-03-25,1733.56,13878.23,500.0,Banca Seguros,Machala,Expirada
POL-735844,ASEG-100214,Vehículos,2024-06-20,2025-06-20,1533.07,24460.58,500.0,Web Aseguradora,Zamora,Expirada
POL-710741,ASEG-100285,Vehículos,2024-07-14,2025-07-14,1106.77,17640.82,500.0,Banca Seguros,Azogues,Expirada
POL-276804,ASEG-100141,Vehículos,2024-06-20,2025-06-20,995.7,10547.49,500.0,Agente Directo,Cuenca,Expirada
POL-507545,ASEG-100157,Vehículos,2024-06-07,2025-06-07,1298.85,27703.34,1000.0,Broker,Cuenca,Expirada
POL-485642,ASEG-100392,Vehículos,2024-10-24,2025-10-24,1276.73,43668.65,1000.0,Broker,Loja,Expirada
POL-796375,ASEG-100410,Salud,2024-12-16,2025-12-16,1202.28,1471.27,2000.0,Web Aseguradora,Loja,Expirada
POL-171183,ASEG-100380,Vehículos,2024-09-06,2025-09-06,671.92,18261.38,500.0,Agente Directo,Loja,Expirada
POL-110084,ASEG-100107,Vehículos,2024-02-16,2025-02-15,1358.03,48197.2,1000.0,Agente Directo,Cuenca,Expirada
POL-714784,ASEG-100321,Vehículos,2024-05-16,2025-05-16,1008.79,34150.22,1000.0,Banca Seguros,Cuenca,Expirada
POL-143924,ASEG-100484,Vehículos,2025-01-27,2026-01-27,1141.1,39012.3,1000.0,Banca Seguros,Azogues,Expirada
POL-996850,ASEG-100101,Vehículos,2024-11-26,2025-11-26,1397.0,33965.66,1000.0,Agente Directo,Loja,Expirada
POL-284834,ASEG-100408,Vehículos,2024-10-15,2025-10-15,1664.66,27787.45,1000.0,Banca Seguros,Zamora,Expirada
POL-830878,ASEG-100223,Vehículos,2024-08-11,2025-08-11,1151.39,20132.35,1000.0,Agente Directo,Loja,Expirada
POL-270208,ASEG-100392,Vehículos,2024-07-28,2025-07-28,1546.01,41415.11,2000.0,Web Aseguradora,Loja,Expirada
POL-407958,ASEG-100161,Vehículos,2024-11-26,2025-11-26,1063.67,21912.82,500.0,Broker,Loja,Expirada
POL-832300,ASEG-100046,Vehículos,2025-01-17,2026-01-17,709.14,23668.38,1000.0,Banca Seguros,Cuenca,Expirada
POL-927205,ASEG-100070,Vehículos,2024-08-14,2025-08-14,1039.55,24083.32,500.0,Agente Directo,Zamora,Expirada
POL-655356,ASEG-100009,Salud,2024-08-02,2025-08-02,1339.39,3475.31,500.0,Banca Seguros,Loja,Expirada
POL-831053,ASEG-100423,Vehículos,2024-07-02,2025-07-02,1202.75,29206.87,1000.0,Broker,Loja,Expirada
POL-432740,ASEG-100420,Vehículos,2024-05-20,2025-05-20,1081.17,51156.19,2000.0,Web Aseguradora,Cuenca,Expirada
POL-893853,ASEG-100069,Vehículos,2024-10-27,2025-10-27,991.39,11880.71,500.0,Banca Seguros,Loja,Expirada
POL-594988,ASEG-100458,Vehículos,2024-09-26,2025-09-26,984.02,18665.66,500.0,Agente Directo,Loja,Expirada
POL-979544,ASEG-100210,Vehículos,2024-04-19,2025-04-19,1354.83,17904.53,500.0,Broker,Cuenca,Expirada
POL-191891,ASEG-100233,Vehículos,2024-09-27,2025-09-27,830.31,38202.42,1000.0,Banca Seguros,Azogues,Expirada
POL-831479,ASEG-100080,Vehículos,2024-11-16,2025-11-16,987.42,52439.82,2000.0,Broker,Loja,Expirada
POL-714346,ASEG-100406,Hogar,2024-08-13,2025-08-13,1119.29,34990.42,500.0,Agente Directo,Loja,Expirada
POL-326289,ASEG-100298,Vehículos,2024-06-29,2025-06-29,1048.39,16654.02,500.0,Broker,Azogues,Expirada
POL-944537,ASEG-100016,Vehículos,2024-09-15,2025-09-15,1074.47,49739.19,1000.0,Banca Seguros,Zamora,Expirada
POL-779156,ASEG-100060,Vehículos,2024-05-11,2025-05-11,1230.76,38702.86,1000.0,Web Aseguradora,Zamora,Expirada
POL-856153,ASEG-100433,Salud,2024-11-04,2025-11-04,1255.02,2150.97,500.0,Broker,Azogues,Expirada
POL-473338,ASEG-100016,Vehículos,2024-10-04,2025-10-04,1555.52,31227.19,1000.0,Web Aseguradora,Zamora,Expirada
POL-521694,ASEG-100172,Vehículos,2024-09-09,2025-09-09,836.11,92508.82,2000.0,Web Aseguradora,Machala,Expirada
POL-136520,ASEG-100067,Vehículos,2024-07-07,2025-07-07,1450.98,10862.98,500.0,Web Aseguradora,Machala,Expirada
POL-730819,ASEG-100314,Vehículos,2024-12-31,2025-12-31,625.08,60513.87,2000.0,Agente Directo,Zamora,Expirada
POL-912665,ASEG-100065,Vehículos,2024-05-27,2025-05-27,1133.27,74264.91,2000.0,Broker,Machala,Expirada
POL-469966,ASEG-100005,Vehículos,2024-08-29,2025-08-29,1366.6,18869.2,500.0,Broker,Machala,Expirada
POL-952300,ASEG-100354,Vehículos,2024-11-25,2025-11-25,1439.9,43149.82,1000.0,Banca Seguros,Azogues,Expirada
POL-322609,ASEG-100424,Vehículos,2024-08-25,2025-08-25,1230.69,36287.05,1000.0,Web Aseguradora,Cuenca,Expirada
POL-890280,ASEG-100325,Vehículos,2024-04-09,2025-04-09,1307.68,50096.91,2000.0,Web Aseguradora,Azogues,Expirada
POL-431583,ASEG-100004,Vehículos,2024-08-06,2025-08-06,1124.69,92848.71,2000.0,Agente Directo,Zamora,Expirada
POL-155912,ASEG-100044,Vehículos,2024-06-04,2025-06-04,1520.78,32909.26,1000.0,Broker,Cuenca,Expirada
POL-110143,ASEG-100189,Salud,2024-10-10,2025-10-10,1609.11,1327.95,2000.0,Agente Directo,Loja,Expirada
POL-808544,ASEG-100236,Vehículos,2024-07-11,2025-07-11,1358.91,30619.66,1000.0,Agente Directo,Loja,Expirada
POL-409074,ASEG-100102,Vehículos,2024-09-03,2025-09-03,1295.87,12058.25,500.0,Broker,Azogues,Expirada
POL-824728,ASEG-100267,Vehículos,2025-01-10,2026-01-10,1161.03,17100.72,500.0,Web Aseguradora,Azogues,Expirada
